,Date,Bid_Price,Bid_Shares,Ask_Price,Ask_Shares,FeaturePrice1,FeaturePrice2,FeaturePrice3,FeaturePrice4,FeatureShares1,FeatureShares2,price_median,price_norm,Bid_quote,Ask_quote,_pred_raw,TargetPrice
20,2016-09-15,169.66,50.0,170.31,500.0,169.66,168.87,168.79,169.61,31699.0,-28272.0,169.635,169.635,8483.0,85155.0,0.9988941117344114,169.44740264406687
21,2016-09-15,181.5,1000.0,182.2,28.0,182.2,182.99,182.99,182.18,11597.0,10718.0,182.2,182.2,181500.0,5101.599999999999,1.0000595817008358,182.21085578589225
22,2016-09-15,298.9,100.0,299.73,23.0,299.73,300.0,300.0,299.79,7121.0,1150.0,299.76,299.76,29889.999999999996,6893.790000000001,1.000858663683583,300.01739302579085
23,2016-09-15,32.3,1300.0,32.58,1400.0,32.58,32.58,32.85,32.47,1.0,199.0,32.58,32.58,41989.99999999999,45612.0,1.0000595817008358,32.58194117181323
24,2016-09-15,12.9,19.0,21.95,200.0,21.95,21.95,27.16,14.76,0.0,1.0,21.95,21.95,245.1,4390.0,0.6713298300452478,14.73568976949319
25,2016-09-15,157.6,9.0,162.48,200.0,157.6,157.3,157.3,157.6,1743.0,-1833.0,157.6,157.6,1418.3999999999999,32495.999999999996,0.9988941117344114,157.42571200934324
26,2016-09-15,2.57,200.0,2.62,1100.0,2.57,2.54,2.54,2.52,51.0,-749.0,2.5549999999999997,2.5549999999999997,514.0,2882.0,0.998432438093735,2.550994879329493
27,2016-09-15,139.98,35.0,144.99,100.0,139.98,139.53,139.53,139.98,6246.0,-1379.0,139.98,139.98,4899.299999999999,14499.0,0.9988941117344114,139.8251977605829
28,2016-09-15,14.0,100.0,18.0,300.0,14.0,13.81,13.8,13.98,0.0,-330.0,13.99,13.99,1400.0,5400.0,0.9980750995657338,13.963070642924617
29,2016-09-15,11.56,100.0,14.49,100.0,13.0,13.0,13.0,13.01,168.0,19832.0,13.0,13.0,1156.0,1449.0,0.9999938214122959,12.999919678359847
30,2016-09-15,23.79,20.0,23.8,100.0,24.12,24.21,24.21,23.28,7421.0,2410.0,23.96,23.96,475.79999999999995,2380.0,1.0012739039846856,23.990522739473068
31,2016-09-15,25.19,200.0,25.32,400.0,25.32,25.32,25.36,25.48,107.0,32.0,25.32,25.32,5038.0,10128.0,1.0000595817008358,25.321508608665162
32,2016-09-15,5.92,4000.0,6.1,99.0,5.84,5.82,5.82,5.87,9295.0,-3950.0,5.855,5.855,23680.0,603.9,0.9991784238320242,5.850189671536502
33,2016-09-15,1.43,200.0,2.37,300.0,1.43,1.43,0.0,1.42,0.0,-200.0,1.43,1.43,286.0,711.0,0.999612653848048,1.4294460950027086
34,2016-09-15,4.2,1200.0,4.39,100.0,4.2,4.2,4.2,4.18,222.0,-17.0,4.2,4.2,5040.0,438.99999999999994,0.9988941117344114,4.195355269284528
35,2016-09-15,6.62,20.0,6.64,100.0,6.62,6.61,6.61,6.48,25294.0,-301.0,6.615,6.615,132.4,664.0,0.9985468927928792,6.605387695824897
36,2016-09-15,2.64,829.0,2.67,1000.0,2.64,2.6,2.6,2.57,2717.0,-6805.0,2.62,2.62,2188.56,2670.0,0.9987700785063393,2.6167776056866088
37,2016-09-15,30.96,300.0,31.0,617.0,30.96,30.15,30.06,31.0,471492.0,-751101.0,30.96,30.96,9288.0,19127.0,0.9933502643049325,30.75412418288071
38,2016-09-15,12.15,2500.0,12.36,36.0,12.06,12.02,12.02,12.12,38442.0,-13326.0,12.09,12.09,30375.0,444.96,0.9996416290944121,12.085667295751442
39,2016-09-15,28.68,310.0,28.85,101.0,28.85,28.98,28.98,28.95,72663.0,27048.0,28.9,28.9,8890.8,2913.8500000000004,1.001329987999011,28.938436653171415
40,2016-09-15,0.36,112400.0,0.37,80000.0,0.366,0.365,0.36,0.3691,13910.0,-8669.0,0.3655,0.3655,40464.0,29600.0,0.9994522866539469,0.36529981077201756
41,2016-09-15,42.9,50.0,43.0,39.0,43.0,43.14,43.14,42.83,37587.0,14933.0,43.0,43.0,2145.0,1677.0,1.0000595817008358,43.002562013135936
42,2016-09-15,66.32,100.0,69.25,100.0,68.44,68.36,68.29,69.23,4105.0,-706.0,68.4,68.4,6631.999999999999,6925.0,0.9994429287396503,68.36189632579209
43,2016-09-15,49.32,79.0,53.12,71.0,51.85,51.92,51.93,51.47,9714.0,1730.0,51.885000000000005,51.885000000000005,3896.28,3771.52,1.0011338953311626,51.943832159257376
44,2016-09-15,8.52,100.0,9.25,250.0,8.52,8.46,8.46,8.48,200.0,-10820.0,8.5,8.5,852.0,2312.5,0.9985190062200745,8.487411552870633
45,2016-09-15,0.01,2584700.0,0.57,10010.0,0.013000000000000001,0.013000000000000001,0.0149,0.0095,16450.0,2550.0,0.013000000000000001,0.013000000000000001,25847.0,5705.7,0.9687148938740093,0.012593293620362123
46,2016-09-15,3.05,13.0,3.89,100.0,3.41,3.4,3.4,3.41,0.0,-28.0,3.4050000000000002,3.4050000000000002,39.65,389.0,0.99918029820549,3.4022089153896937
47,2016-09-15,2.21,500.0,2.34,500.0,2.0,1.8,1.8,1.74,3828.0,-54713.0,1.9,1.9,1105.0,1170.0,0.9976988327100189,1.895627782149036
48,2016-09-15,0.79,100.0,7.89,100.0,7.89,7.91,8.0,7.99,56.0,608.0,7.9,7.9,79.0,789.0,1.001329987999011,7.910506905192187
49,2016-09-15,44.02,1500.0,44.18,1500.0,44.18,44.2,51.78,43.65,18.0,1882.0,44.18,44.18,66030.0,66270.0,0.9989852686778741,44.135169170188476
50,2016-09-15,50.01,100.0,50.5,43.0,50.5,50.6,50.6,50.29,21072.0,3387.0,50.5,50.5,5001.0,2171.5,1.0000595817008358,50.503008875892206
51,2016-09-15,55.9,46.0,58.85,3.0,59.0,59.06,59.06,59.0,2222.0,408.0,59.0,59.0,2571.4,176.55,1.00032509857977,59.01918081620643
52,2016-09-15,0.5,800.0,0.51,19700.0,0.5,0.5,0.5,0.46,40063.0,-6057.0,0.5,0.5,400.0,10047.0,0.9988941117344114,0.4994470558672057
53,2016-09-15,21.53,2100.0,21.59,2700.0,21.53,21.53,21.47,21.5,0.0,-18.0,21.53,21.53,45213.0,58293.0,0.9988941117344114,21.50619022564188
54,2016-09-15,1.65,100.0,1.68,100.0,1.65,1.64,1.64,1.64,621.0,-2073.0,1.645,1.645,165.0,168.0,0.998432438093735,1.6424213606641942
55,2016-09-15,26.35,2000.0,26.47,700.0,26.46,26.49,26.55,26.4,2970.0,1536.0,26.465,26.465,52700.0,18529.0,1.0004400686939328,26.47664641798493
56,2016-09-15,91.96,675.0,92.2,200.0,91.96,91.96,91.96,91.51,172.0,-23.0,91.96,91.96,62072.99999999999,18440.0,0.9988941117344114,91.85830251509647
57,2016-09-15,11.1,100.0,11.37,1000.0,10.99,10.98,10.9,11.0,242.0,-1759.0,10.995000000000001,10.995000000000001,1110.0,11370.0,0.9984578406879612,10.978043958364134
58,2016-09-15,4.17,100.0,4.24,100.0,4.17,4.1,4.1,4.01,29124.0,-28490.0,4.135,4.135,417.0,424.0,0.9984769327420243,4.12870211688827
59,2016-09-15,127.88,357.0,127.92,300.0,127.92,127.98,127.98,127.77,144503.0,18320.0,127.92,127.92,45653.159999999996,38376.0,1.0000595817008358,127.92762169117091
60,2016-09-15,15.1,500.0,16.04,800.0,15.1,15.09,15.06,15.25,4971.0,-1495.0,15.1,15.1,7550.0,12832.0,0.9988941117344114,15.083301087189612
61,2016-09-15,53.86,100.0,54.14,100.0,54.13,54.13,54.34,53.98,0.0,280.0,54.13,54.13,5386.0,5414.0,0.9996409867111855,54.11056661067647
62,2016-09-15,28.18,800.0,28.33,300.0,28.18,28.1,28.1,28.09,26220.0,-8961.0,28.14,28.14,22544.0,8499.0,0.9985190062200745,28.098324835032898
63,2016-09-15,0.11,100.0,0.11,16548.0,0.1122,0.1121,0.1121,0.1156,136567.0,-43056.0,0.1121,0.1121,11.0,1820.28,0.9998789353200261,0.11208642864937493
64,2016-09-15,28.0,150.0,29.49,100.0,28.29,28.0,28.0,28.62,10534.0,-22852.0,28.145,28.145,4200.0,2949.0,0.99918029820549,28.121929492993516
65,2016-09-15,4.91,100.0,4.95,100.0,4.95,4.98,4.98,5.03,185.0,815.0,4.965,4.965,491.0,495.0,1.001329987999011,4.97160339041509
66,2016-09-15,58.23,480.0,58.28,1388.0,58.23,58.23,57.9,56.94,276.0,-392.0,58.23,58.23,27950.399999999998,80892.64,0.9988941117344114,58.165604126294774
67,2016-09-15,97.84,1027.0,98.0,100.0,97.84,97.74,97.45,97.5,4195.0,-3965.0,97.78999999999999,97.78999999999999,100481.68000000001,9800.0,0.9985468927928792,97.64790064621565
68,2016-09-15,25.1,100.0,25.4,25000.0,25.4,25.4,0.0,25.46,0.0,390.0,25.4,25.4,2510.0,635000.0,1.0018067563755884,25.445891611939942
69,2016-09-15,25.16,100.0,25.29,100.0,25.29,25.3,25.3,25.29,167.0,1918.0,25.29,25.29,2516.0,2529.0,1.0000595817008358,25.291506821214135
70,2016-09-15,35.0,226.0,36.36,200.0,35.09,35.05,35.05,35.38,26987.0,-4029.0,35.07,35.07,7910.0,7272.0,0.9994429287396503,35.05046351089954
71,2016-09-15,0.54,500.0,0.59,300.0,0.5999,0.5999,0.6,0.59,562.0,243.0,0.59495,0.59495,270.0,177.0,0.9965603084790499,0.5929035555296107
72,2016-09-15,33.65,14.0,35.34,80.0,33.65,33.52,33.52,33.66,1592.0,-1397.0,33.65,33.65,471.09999999999997,2827.2000000000003,0.9988941117344114,33.61278685986294
73,2016-09-15,56.2,18.0,68.02,100.0,56.2,56.2,56.18,56.16,717.0,-118.0,56.2,56.2,1011.6,6802.0,0.9988941117344114,56.13784907947392
74,2016-09-15,285.71,100.0,286.64,100.0,285.71,285.41,285.41,285.93,5454.0,-1420.0,285.71,285.71,28570.999999999996,28664.0,0.9988941117344114,285.3940366636387
75,2016-09-15,5.95,100.0,6.0,2700.0,6.0,6.2,6.25,6.79,23250.0,28194.0,6.1,6.1,595.0,16200.0,1.0015402755082587,6.109395680600378
76,2016-09-15,0.34,8800.0,0.35,2500.0,0.3514,0.33,0.33,0.35,45387.0,-211280.0,0.345,0.345,2992.0,875.0,1.0042259686934696,0.346457959199247
77,2016-09-15,106.0,198.0,107.86,26.0,107.86,108.15,108.15,108.11,12590.0,7835.0,107.985,107.985,20988.0,2804.36,1.001329987999011,108.1286187540732
78,2016-09-15,3.03,100.0,3.15,100.0,3.15,3.16,3.16,3.15,299.0,6101.0,3.15,3.15,303.0,315.0,1.0000595817008358,3.1501876823576325
79,2016-09-15,30.52,100.0,32.15,90.0,32.15,32.2,32.2,32.12,13014.0,4438.0,32.15,32.15,3052.0,2893.5,1.0000595817008358,32.15191555168187
80,2016-09-15,21.64,4300.0,21.67,12700.0,21.65,21.65,21.64,21.84,3582.0,-914.0,21.65,21.65,93052.0,275209.0,0.9999938214122959,21.649866233576205
81,2016-09-15,2.05,100.0,2.14,4000.0,2.04,2.03,2.03,2.05,1127.0,-4891.0,2.045,2.045,204.99999999999997,8560.0,0.998956535921409,2.0428661159592814
82,2016-09-15,10.61,828.0,10.65,178.0,10.69,10.86,13.1,10.73,24383.0,9731.0,10.71,10.71,8785.08,1895.7,1.005877671040831,10.772949856847301
83,2016-09-15,1.48,100.0,1.52,100.0,1.48,1.45,1.45,1.42,0.0,-410.0,1.4649999999999999,1.4649999999999999,148.0,152.0,0.9984769327420243,1.4627687064670656
84,2016-09-15,2.09,200.0,2.11,1100.0,2.09,2.09,2.08,2.1,11970.0,-61.0,2.09,2.09,418.0,2321.0,0.9988941117344114,2.0876886935249197
85,2016-09-15,0.12,600.0,0.39,300.0,0.1254,0.1254,0.0875,0.125,3.0,-4.0,0.1252,0.1252,72.0,117.0,1.001168746872803,0.12534632710847493
86,2016-09-15,15.42,3000.0,15.67,3000.0,15.67,15.67,16.15,15.57,102.0,299.0,15.67,15.67,46260.0,47010.0,1.0000595817008358,15.670933645252097
87,2016-09-15,141.65,38.0,142.89,100.0,142.89,143.1,143.14,142.9,6827.0,4105.0,142.89499999999998,142.89499999999998,5382.7,14288.999999999998,1.0005290157730344,142.97059370888775
88,2016-09-15,23.13,140.0,23.29,100.0,23.29,23.4,23.4,22.92,15660.0,17717.0,23.29,23.29,3238.2,2329.0,1.000572834406754,23.3033413133333
89,2016-09-15,15.92,2000.0,16.0,1100.0,16.0,16.0,16.01,15.97,21879.0,1450.0,16.0,16.0,31840.0,17600.0,1.0000595817008358,16.000953307213372
90,2016-09-15,40.93,500.0,41.06,100.0,40.93,40.92,40.92,40.84,55008.0,-8665.0,40.925,40.925,20465.0,4106.0,0.9988941117344114,40.87974152273078
91,2016-09-15,21.63,268.0,21.77,262.0,21.77,21.93,21.94,21.94,173.0,1752.0,21.85,21.85,5796.84,5703.74,1.001329987999011,21.87906023777839
92,2016-09-15,64.24,100.0,64.41,27.0,64.42,64.5,64.5,64.61,405.0,946.0,64.46000000000001,64.46000000000001,6423.999999999999,1739.07,1.0012512667709186,64.54065665605341
93,2016-09-15,6.84,100.0,7.12,1704.0,7.01,6.88,6.88,6.18,8790.0,-39408.0,6.88,6.88,684.0,12132.48,0.9996187158979589,6.877376765377957
94,2016-09-15,0.48,4000.0,0.48,100.0,0.4802,0.51,0.51,0.5174,82585.0,107226.0,0.4951,0.4951,1920.0,48.0,1.005309745243234,0.49772885486992513
95,2016-09-15,8.9,100.0,9.23,94.0,8.9,8.9,8.9,8.9,273.0,-27.0,8.9,8.9,890.0,867.62,0.9988941117344114,8.890157594436262
96,2016-09-15,24.78,12.0,38.75,200.0,38.75,38.75,47.93,25.91,49.0,2.0,38.75,38.75,297.36,7750.0,0.6713298300452478,26.014030914253354
97,2016-09-15,10.22,201.0,10.24,2571.0,10.21,10.19,10.19,10.19,9291.0,-9698.0,10.2,10.2,2054.2200000000003,26327.04,0.9985190062200745,10.18489386344476
98,2016-09-15,10.4,100.0,10.93,54.0,10.4,10.37,10.37,10.43,1557.0,-460.0,10.4,10.4,1040.0,590.22,0.9988941117344114,10.38849876203788
99,2016-09-15,17.26,100.0,17.38,1000.0,17.26,17.24,17.24,17.33,12965.0,-4703.0,17.26,17.26,1726.0000000000002,17380.0,0.9988941117344114,17.240912368535945
100,2016-09-15,1429.0,22.0,1431.22,6.0,1431.22,1431.99,1431.99,1429.38,2691.0,139.0,1431.22,1431.22,31438.0,8587.32,1.0000595817008358,1431.3052745218702
101,2016-09-15,0.01,200.0,21.0,100.0,20.96,20.97,20.99,20.58,70.0,89.0,20.965,20.965,2.0,2100.0,1.0009836109359738,20.985621403272688
102,2016-09-15,0.22,100.0,0.24,2345.0,0.2201,0.22,0.22,0.24,2801.0,-1799.0,0.22005,0.22005,22.0,562.8,0.9992922993323635,0.2198942704680866
103,2016-09-15,203.0,25.0,209.86,30.0,203.0,202.44,202.44,203.33,1441.0,-859.0,203.0,203.0,5075.0,6295.8,0.9988941117344114,202.7755046820855
104,2016-09-15,4.1,100.0,4.5,100.0,4.35,4.42,4.46,4.33,2631.0,2335.0,4.385,4.385,409.99999999999994,450.0,0.9998509705584084,4.384346505898621
105,2016-09-15,77.77,50.0,78.0,300.0,78.0,78.03,78.03,77.77,2760.0,1039.0,78.0,78.0,3888.5,23400.0,1.0000595817008358,78.00464737266519
106,2016-09-15,25.67,2700.0,25.71,2300.0,25.71,25.71,25.71,25.99,6018.0,486.0,25.71,25.71,69309.0,59133.0,1.0000595817008358,25.711531845528487
107,2016-09-15,14.82,100.0,15.1,100.0,15.1,15.2,15.21,15.15,180.0,4582.0,15.125,15.125,1482.0,1510.0,1.0010919569951124,15.141515849551075
108,2016-09-15,115.91,6400.0,115.92,4100.0,115.91,115.89,115.54,115.84,37259.0,-16226.0,115.9,115.9,741824.0,475272.0,0.9988941117344114,115.77182755001829
109,2016-09-15,1.14,500.0,1.22,400.0,1.23,1.32,1.39,0.93,2645.0,7155.0,1.225,1.225,570.0,488.0,1.0069718865704778,1.2335405610488352
110,2016-09-15,14.91,887.0,15.18,700.0,14.91,14.91,14.9,14.9,385.0,-62.0,14.91,14.91,13225.17,10626.0,0.9988941117344114,14.893511205960074
111,2016-09-15,26.25,50.0,31.89,100.0,26.25,26.25,26.24,26.45,885.0,-18.0,26.25,26.25,1312.5,3189.0,0.9988941117344114,26.2209704330283
112,2016-09-15,55.36,4400.0,56.44,4400.0,56.44,56.44,72.71,55.62,0.0,86.0,56.44,56.44,243584.0,248336.0,0.9948346134737724,56.148465584459714
113,2016-09-15,78.34,300.0,78.66,300.0,78.42,78.34,78.34,76.52,3421.0,-322.0,78.34,78.34,23502.0,23598.0,0.9985190062200745,78.22397894728064
114,2016-09-15,4.32,100.0,4.35,200.0,4.35,4.51,4.6,4.67,3613.0,7435.0,4.43,4.43,432.0,869.9999999999999,1.0021300231427315,4.4394360025223
115,2016-09-15,5.45,500.0,6.1,40.0,5.61,5.61,5.63,5.58,1759.0,33.0,5.61,5.61,2725.0,244.0,0.9996409867111855,5.607985935449751
116,2016-09-15,5.33,1000.0,5.37,100.0,5.33,5.31,5.31,5.3,38327.0,-22136.0,5.32,5.32,5330.0,537.0,0.9985190062200745,5.312121113090797
117,2016-09-15,193.4,214.0,193.54,400.0,193.4,193.1,192.58,193.32,3194.0,-4171.0,193.36,193.36,41387.6,77416.0,0.9987391537472653,193.11620276857124
118,2016-09-15,0.16,24169.0,0.17,35764.0,0.165,0.162,0.162,0.1687,19820.0,-35752.0,0.1635,0.1635,3867.04,6079.88,0.9993799125235875,0.16339861569760655
119,2016-09-15,51.4,300.0,51.94,300.0,51.94,51.94,51.96,51.77,0.0,50.0,51.94,51.94,15420.0,15582.0,1.0000595817008358,51.94309467354141
120,2016-09-15,2.57,100.0,257.3,100.0,25.4,25.36,25.35,25.73,1369.0,-863.0,25.38,25.38,257.0,25730.0,0.9994429287396503,25.365861531412325
121,2016-09-15,25.72,100.0,26.07,100.0,26.07,26.07,26.1,26.07,448.0,52.0,26.07,26.07,2572.0,2607.0,1.0000595817008358,26.071553294940788
122,2016-09-15,1.13,300.0,1.4,100.0,1.4,1.4,1.4,1.37,3528.0,3618.0,1.4,1.4,338.99999999999994,140.0,1.0000595817008358,1.40008341438117
123,2016-09-15,3.12,500.0,3.17,1230.0,3.16,3.19,3.19,2.85,28269.0,32755.0,3.165,3.165,1560.0,3899.1,0.9998171063740176,3.1644211416737655
124,2016-09-15,5.02,1100.0,5.19,100.0,4.95,4.95,4.89,5.04,17371.0,-3425.0,4.984999999999999,4.984999999999999,5521.999999999999,519.0,0.9967831487077211,4.9689639963079895
125,2016-09-15,14.51,26300.0,14.53,25100.0,14.51,14.49,14.43,14.54,16812.0,-20558.0,14.51,14.51,381613.0,364703.0,0.9988941117344114,14.49395356126631
126,2016-09-15,15.95,500.0,16.08,100.0,16.08,16.09,16.14,16.01,5951.0,1418.0,16.08,16.08,7975.0,1607.9999999999998,1.0000595817008358,16.080958073749436
127,2016-09-15,24.46,136.0,24.6,65.0,24.6,24.75,24.75,24.58,43015.0,96922.0,24.6,24.6,3326.56,1599.0,1.0009815410394085,24.62414590956945
128,2016-09-15,48.9,100.0,51.04,100.0,51.04,51.04,51.08,51.04,838.0,364.0,51.04,51.04,4890.0,5104.0,1.0000595817008358,51.04304105001066
129,2016-09-15,133.66,5800.0,133.7,5000.0,133.66,133.62,133.46,134.25,8330.0,-6873.0,133.66,133.66,775228.0,668500.0,0.9988941117344114,133.51218697442144
130,2016-09-15,44.89,100.0,45.88,259.0,45.87,45.93,45.93,45.87,23116.0,8474.0,45.875,45.875,4489.0,11882.92,1.0007929033950433,45.91137444324762
131,2016-09-15,0.79,5300.0,0.8,100.0,0.8,0.8079999999999999,0.8079999999999999,0.7879999999999999,25828.0,2666.0,0.8,0.8,4187.0,80.0,1.0031836444302416,0.8025469155441933
132,2016-09-15,119.26,4500.0,119.33,4200.0,119.33,119.45,120.05,119.02,6317.0,6460.0,119.33,119.33,536670.0,501186.0,1.0000595817008358,119.33710988436073
133,2016-09-15,61.73,40.0,61.87,42.0,61.73,61.67,61.67,61.81,9847.0,-1636.0,61.73,61.73,2469.2,2598.54,0.9988941117344114,61.661733517365214
134,2016-09-15,68.16,100.0,68.84,26.0,68.84,68.94,68.94,68.9,10565.0,2108.0,68.87,68.87,6816.0,1789.8400000000001,1.0011009823757298,68.94582465621652
135,2016-09-15,196.0,94.0,196.45,193.0,196.45,196.5,196.65,196.41,19748.0,1324.0,196.45,196.45,18424.0,37914.85,1.0000595817008358,196.46170482512917
136,2016-09-15,26.78,2700.0,26.79,1400.0,26.76,26.72,26.66,26.8,5906.0,-3033.0,26.770000000000003,26.770000000000003,72306.0,37506.0,0.9998839012580893,26.766892036679057
137,2016-09-15,67.8,184.0,68.59,200.0,67.8,67.79,67.79,67.79,42579.0,-1992.0,67.795,67.795,12475.199999999999,13718.0,0.9988941117344114,67.72002630503442
138,2016-09-15,13.0,17700.0,13.02,3400.0,13.0,13.0,12.99,13.14,1459.0,-286.0,13.0,13.0,230100.0,44268.0,0.9988941117344114,12.98562345254735
139,2016-09-15,232.75,500.0,232.93,100.0,232.76,232.57,232.57,237.27,13593.0,-4037.0,232.755,232.755,116375.0,23293.0,0.9999938214122959,232.75356190281892
140,2016-09-15,21.43,5400.0,21.47,9800.0,21.47,21.47,21.47,21.49,3366.0,2856.0,21.47,21.47,115722.0,210406.0,1.0000595817008358,21.471279219116944
141,2016-09-15,82.12,1200.0,82.22,600.0,82.21,82.67,83.3,82.5,1500.0,5215.0,82.36,82.36,98544.0,49332.0,1.001329987999011,82.46953781159854
142,2016-09-15,37.45,390.0,38.63,186.0,37.45,37.34,37.34,37.44,27418.0,-14275.0,37.445,37.445,14605.500000000002,7185.18,0.9988941117344114,37.403590013895034
143,2016-09-15,13.83,1100.0,13.85,600.0,13.83,13.82,13.57,13.84,401.0,-1387.0,13.83,13.83,15213.0,8310.0,0.9981374676217525,13.804241177208837
144,2016-09-15,29.34,29300.0,29.36,25800.0,29.36,29.42,29.56,29.45,33596.0,47387.0,29.39,29.39,859662.0,757488.0,1.001329987999011,29.429088347290932
145,2016-09-15,20.85,24670.0,20.88,392.0,20.85,20.85,20.85,20.85,55274.0,-1370.0,20.85,20.85,514369.50000000006,8184.96,0.9988941117344114,20.82694222966248
146,2016-09-15,16.78,1000.0,16.99,100.0,17.21,17.64,17.64,16.98,23482.0,8387.0,17.1,17.1,16780.0,1698.9999999999998,0.9997331991907749,17.09543770616225
147,2016-09-15,1.76,84.0,1.8,5000.0,1.83,1.83,1.9,1.83,150.0,10060.0,1.83,1.83,147.84,9000.0,1.002178877716425,1.833987346221058
148,2016-09-15,116.68,9042.0,116.81,5227.0,116.68,116.68,116.67,116.04,1752.0,-70.0,116.68,116.68,1055020.56,610565.87,0.9988941117344114,116.55096495717113
149,2016-09-15,107.1,500.0,107.3,930.0,107.1,106.64,106.61,107.25,33532.0,-17875.0,107.1,107.1,53550.0,99789.0,0.9988941117344114,106.98155936675546
150,2016-09-15,31.76,1000.0,31.77,1600.0,31.78,32.29,33.22,31.78,2773.0,160203.0,31.78,31.78,31760.0,50832.0,1.0051854707664858,31.94479426095892
151,2016-09-15,0.66,200.0,0.67,800.0,0.6526,0.64,0.64,0.6455,3900.0,-11164.0,0.6490499999999999,0.6490499999999999,132.0,536.0,0.9984603023333021,0.6480506592294296
152,2016-09-15,43.49,100.0,43.7,100.0,43.49,43.42,43.42,43.46,54022.0,-16747.0,43.475,43.475,4349.0,4370.0,0.9986185593672978,43.41494186849327
153,2016-09-15,40.49,600.0,40.51,600.0,40.59,40.59,40.63,40.63,542.0,265.0,40.59,40.59,24294.0,24306.0,1.0001111928520523,40.59451331786481
154,2016-09-15,0.0,0.0,0.0,0.0,10.0,10.02,302.0,10.01,4800.0,14849.0,10.004999999999999,10.004999999999999,0.0,0.0,0.9981863754825544,9.986854686702955
155,2016-09-16,26.4,55.0,28.49,98.0,27.74,27.77,27.77,27.56,62600.0,828.0,27.755,27.755,1452.0,2792.02,1.0009836109359738,27.78230012152795
